llmModel,iteration,finalScore
llama3.2:3b,389,90
llama3.2:3b,390,85
llama3.2:3b,391,48
llama3.2:3b,392,43
llama3.2:3b,393,21
llama3.2:3b,394,72
llama3.2:3b,395,97
llama3.2:3b,396,90
llama3.2:3b,397,47
llama3.2:3b,398,12
llama3.2:3b,399,100
llama3.2:3b,400,0
llama3.2:3b,401,67
llama3.2:3b,402,83
llama3.2:3b,403,40
llama3.2:3b,404,88
llama3.2:3b,405,83
llama3.2:3b,406,72
llama3.2:3b,407,74
llama3.2:3b,408,85
llama3.2:3b,409,45
llama3.2:3b,410,80
llama3.2:3b,411,83
llama3.2:3b,412,24
llama3.2:3b,413,90
llama3.2:3b,414,0
llama3.2:3b,415,83
llama3.2:3b,416,0
llama3.2:3b,417,50
llama3.2:3b,418,87
llama3.2:3b,419,80
llama3.2:3b,420,97
llama3.2:3b,421,12
llama3.2:3b,422,98
llama3.2:3b,423,87
llama3.2:3b,424,74
llama3.2:3b,425,85
llama3.2:3b,426,88
llama3.2:3b,427,17
llama3.2:3b,428,74
llama3.2:3b,429,19
llama3.2:3b,430,83
llama3.2:3b,431,15
llama3.2:3b,432,0
llama3.2:3b,433,84
llama3.2:3b,434,20
llama3.2:3b,435,24
llama3.2:3b,436,98
llama3.2:3b,437,37
llama3.2:3b,438,30
llama3.2:3b,439,80
llama3.2:3b,440,89
llama3.2:3b,441,80
llama3.2:3b,442,30
llama3.2:3b,443,83
llama3.2:3b,444,85
llama3.2:3b,445,70
llama3.2:3b,446,100
llama3.2:3b,447,95
llama3.2:3b,448,72
llama3.2:3b,449,89
llama3.2:3b,450,85
llama3.2:3b,451,0
llama3.2:3b,452,100
llama3.2:3b,453,15
llama3.2:3b,454,100
llama3.2:3b,455,10
llama3.2:3b,456,100
llama3.2:3b,457,87
llama3.2:3b,458,0
llama3.2:3b,459,25
llama3.2:3b,460,83
llama3.2:3b,461,20
llama3.2:3b,462,74
llama3.2:3b,463,100
llama3.2:3b,464,90
llama3.2:3b,465,34
llama3.2:3b,466,20
llama3.2:3b,467,48
llama3.2:3b,468,0
llama3.2:3b,469,88
llama3.2:3b,470,85
llama3.2:3b,471,80
llama3.2:3b,472,89
llama3.2:3b,473,90
llama3.2:3b,474,90
llama3.2:3b,475,99
llama3.2:3b,476,70
llama3.2:3b,477,83
llama3.2:3b,478,84
llama3.2:3b,479,84
llama3.2:3b,480,98
llama3.2:3b,481,81
llama3.2:3b,482,95
llama3.2:3b,483,88
llama3.2:3b,484,74
llama3.2:3b,485,67
llama3.2:3b,486,99
llama3.2:3b,487,100
llama3.2:3b,488,34
llama3.2:3b,489,80
llama3.2:3b,490,80
llama3.2:3b,491,0
llama3.2:3b,492,70
llama3.2:3b,493,70
llama3.2:3b,494,20
llama3.2:3b,495,20
llama3.2:3b,496,85
llama3.2:3b,497,70
llama3.2:3b,498,45
llama3.2:3b,499,60
llama3.2:3b,500,100
llama3.2:3b,501,15
llama3.2:3b,502,45
llama3.2:3b,503,79
llama3.2:3b,504,80
llama3.2:3b,505,70
llama3.2:3b,506,90
llama3.2:3b,507,70
llama3.2:3b,508,21
llama3.2:3b,509,100
llama3.2:3b,510,93
llama3.2:3b,511,85
llama3.2:3b,512,12
llama3.2:3b,513,30
llama3.2:3b,514,99
llama3.2:3b,515,90
llama3.2:3b,516,99
llama3.2:3b,517,25
llama3.2:3b,518,95
llama3.2:3b,519,89
llama3.2:3b,520,48
llama3.2:3b,521,67
llama3.2:3b,522,84
llama3.2:3b,523,50
llama3.2:3b,524,70
llama3.2:3b,525,70
llama3.2:3b,526,80
llama3.2:3b,527,90
llama3.2:3b,528,80
llama3.2:3b,529,95
llama3.2:3b,530,84
llama3.2:3b,531,90
llama3.2:3b,532,32
llama3.2:3b,533,100
llama3.2:3b,534,87
llama3.2:3b,535,45
llama3.2:3b,536,50
llama3.2:3b,537,43
llama3.2:3b,538,48
llama3.2:3b,539,70
llama3.2:3b,540,90
llama3.2:3b,541,87
llama3.2:3b,542,90
llama3.2:3b,543,9
llama3.2:3b,544,30
llama3.2:3b,545,20
llama3.2:3b,546,84
llama3.2:3b,547,80
llama3.2:3b,548,84
llama3.2:3b,549,48
llama3.2:3b,550,87
llama3.2:3b,551,83
llama3.2:3b,552,88
llama3.2:3b,553,30
llama3.2:3b,554,26
llama3.2:3b,555,100
llama3.2:3b,556,83
llama3.2:3b,557,65
llama3.2:3b,558,89
llama3.2:3b,559,14
llama3.2:3b,560,83
llama3.2:3b,561,90
llama3.2:3b,562,90
llama3.2:3b,563,12
llama3.2:3b,564,85
llama3.2:3b,565,23
llama3.2:3b,566,87
llama3.2:3b,567,89
llama3.2:3b,568,14
llama3.2:3b,569,99
llama3.2:3b,570,67
llama3.2:3b,571,87
llama3.2:3b,572,20
llama3.2:3b,573,48
llama3.2:3b,574,100
llama3.2:3b,575,81
llama3.2:3b,576,100
llama3.2:3b,577,85
llama3.2:3b,578,73
llama3.2:3b,579,85
llama3.2:3b,580,85
llama3.2:3b,581,40
llama3.2:3b,582,83
llama3.2:3b,583,84
llama3.2:3b,584,83
llama3.2:3b,585,79
llama3.2:3b,586,84
llama3.2:3b,587,85
llama3.2:3b,588,0
llama3.2:3b,589,100
llama3.2:3b,590,32
llama3.2:3b,591,12
llama3.2:3b,592,24
llama3.2:3b,593,100
llama3.2:3b,594,0
llama3.2:3b,595,32
llama3.2:3b,596,0
llama3.2:3b,597,100
llama3.2:3b,598,87
llama3.2:3b,599,0
llama3.2:3b,600,33
llama3.2:3b,601,90
llama3.2:3b,602,99
llama3.2:3b,603,83
llama3.2:3b,604,80
llama3.2:3b,605,100
llama3.2:3b,606,21
llama3.2:3b,607,0
llama3.2:3b,608,100
llama3.2:3b,609,97
llama3.2:3b,610,100
llama3.2:3b,611,100
llama3.2:3b,612,90
llama3.2:3b,613,82
llama3.2:3b,614,90
llama3.2:3b,615,30
llama3.2:3b,616,73
llama3.2:3b,617,72
llama3.2:3b,618,30
llama3.2:3b,619,88
llama3.2:3b,620,40
llama3.2:3b,621,70
llama3.2:3b,622,89
llama3.2:3b,623,83
llama3.2:3b,624,89
llama3.2:3b,625,84
llama3.2:3b,626,100
llama3.2:3b,627,30
llama3.2:3b,628,24
llama3.2:3b,629,100
llama3.2:3b,630,0
llama3.2:3b,631,84
llama3.2:3b,632,80
llama3.2:3b,633,90
llama3.2:3b,634,98
llama3.2:3b,635,85
llama3.2:3b,636,77
llama3.2:3b,637,15
llama3.2:3b,638,85
llama3.2:3b,639,88
llama3.2:3b,640,15
llama3.2:3b,641,24
llama3.2:3b,642,89
llama3.2:3b,643,91
llama3.2:3b,644,20
llama3.2:3b,645,90
llama3.2:3b,646,88
llama3.2:3b,647,80
llama3.2:3b,648,83
llama3.2:3b,649,79
llama3.2:3b,650,100
llama3.2:3b,651,65
llama3.2:3b,652,34
llama3.2:3b,653,90
llama3.2:3b,654,83
llama3.2:3b,655,87
llama3.2:3b,656,84
llama3.2:3b,657,85
llama3.2:3b,658,30
llama3.2:3b,659,89
llama3.2:3b,660,43
llama3.2:3b,661,70
llama3.2:3b,662,24
llama3.2:3b,663,84
llama3.2:3b,664,98
llama3.2:3b,665,7
llama3.2:3b,666,21
llama3.2:3b,667,100
llama3.2:3b,668,97
llama3.2:3b,669,87
llama3.2:3b,670,0
llama3.2:3b,671,0
llama3.2:3b,672,40
llama3.2:3b,673,40
llama3.2:3b,674,43
llama3.2:3b,675,83
llama3.2:3b,676,67
llama3.2:3b,677,88
llama3.2:3b,678,30
llama3.2:3b,679,32
llama3.2:3b,680,83
llama3.2:3b,681,14
llama3.2:3b,682,70
llama3.2:3b,683,99
llama3.2:3b,684,60
llama3.2:3b,685,83
llama3.2:3b,686,89
llama3.2:3b,687,21
llama3.2:3b,688,43
llama3.2:3b,689,34
llama3.2:3b,690,42
llama3.2:3b,691,99
llama3.2:3b,692,80
llama3.2:3b,693,65
llama3.2:3b,694,90
llama3.2:3b,695,14
llama3.2:3b,696,90
llama3.2:3b,697,4
llama3.2:3b,698,80
llama3.2:3b,699,100
llama3.2:3b,700,97
llama3.2:3b,701,45
llama3.2:3b,702,85
llama3.2:3b,703,75
llama3.2:3b,704,98
llama3.2:3b,705,70
llama3.2:3b,706,100
llama3.2:3b,707,15
llama3.2:3b,708,40
llama3.2:3b,709,80
llama3.2:3b,710,90
llama3.2:3b,711,40
llama3.2:3b,712,99
llama3.2:3b,713,93
llama3.2:3b,714,0
llama3.2:3b,715,89
llama3.2:3b,716,83
llama3.2:3b,717,78
llama3.2:3b,718,84
llama3.2:3b,719,89
llama3.2:3b,720,98
llama3.2:3b,721,70
llama3.2:3b,722,21
llama3.2:3b,723,86
llama3.2:3b,724,87
llama3.2:3b,725,90
llama3.2:3b,726,100
llama3.2:3b,727,58
llama3.2:3b,728,29
llama3.2:3b,729,70
llama3.2:3b,730,34
llama3.2:3b,731,10
llama3.2:3b,732,30
llama3.2:3b,733,14
llama3.2:3b,734,23
llama3.2:3b,735,48
llama3.2:3b,736,83
llama3.2:3b,737,30
llama3.2:3b,738,86
llama3.2:3b,739,97
llama3.2:3b,740,89
llama3.2:3b,741,23
llama3.2:3b,742,0
llama3.2:3b,743,69
llama3.2:3b,744,78
llama3.2:3b,745,100
llama3.2:3b,746,89
llama3.2:3b,747,100
llama3.2:3b,748,80
llama3.2:3b,749,23
llama3.2:3b,750,80
llama3.2:3b,751,100
llama3.2:3b,752,20
llama3.2:3b,753,90
llama3.2:3b,754,99
llama3.2:3b,755,70
llama3.2:3b,756,85
llama3.2:3b,757,100
llama3.2:3b,758,50
llama3.2:3b,759,90
llama3.2:3b,760,99
llama3.2:3b,761,30
llama3.2:3b,762,80
llama3.2:3b,763,80
llama3.2:3b,764,88
llama3.2:3b,765,48
llama3.2:3b,766,15
llama3.2:3b,767,90
llama3.2:3b,768,72
llama3.2:3b,769,100
llama3.2:3b,770,80
llama3.2:3b,771,100
llama3.2:3b,772,87
llama3.2:3b,773,83
llama3.2:3b,774,100
llama3.2:3b,775,83
llama3.2:3b,776,70
llama3.2:3b,777,80
llama3.2:3b,778,30
llama3.2:3b,779,85
llama3.2:3b,780,89
llama3.2:3b,781,12
llama3.2:3b,782,84
llama3.2:3b,783,98
llama3.2:3b,784,68
llama3.2:3b,785,85
llama3.2:3b,786,80
llama3.2:3b,787,90
llama3.2:3b,788,85
llama3.2:3b,789,97
llama3.2:3b,790,34
llama3.2:3b,791,100
llama3.2:3b,792,88
llama3.2:3b,793,17
llama3.2:3b,794,99
llama3.2:3b,795,35
llama3.2:3b,796,85
llama3.2:3b,797,74
llama3.2:3b,798,43
llama3.2:3b,799,30
llama3.2:3b,800,80
llama3.2:3b,801,70
llama3.2:3b,802,79
llama3.2:3b,803,100
llama3.2:3b,804,80
llama3.2:3b,805,83
llama3.2:3b,806,30
llama3.2:3b,807,25
llama3.2:3b,808,57
llama3.2:3b,809,99
llama3.2:3b,810,40
llama3.2:3b,811,78
llama3.2:3b,812,100
llama3.2:3b,813,100
llama3.2:3b,814,72
llama3.2:3b,815,0
llama3.2:3b,816,80
llama3.2:3b,817,90
llama3.2:3b,818,50
llama3.2:3b,819,30
llama3.2:3b,820,84
llama3.2:3b,821,83
llama3.2:3b,822,23
llama3.2:3b,823,0
llama3.2:3b,824,74
llama3.2:3b,825,66
llama3.2:3b,826,81
llama3.2:3b,827,80
llama3.2:3b,828,89
llama3.2:3b,829,99
llama3.2:3b,830,78
llama3.2:3b,831,99
llama3.2:3b,832,81
llama3.2:3b,833,100
llama3.2:3b,834,20
llama3.2:3b,835,48
llama3.2:3b,836,84
llama3.2:3b,837,20
llama3.2:3b,838,83
llama3.2:3b,839,88
llama3.2:3b,840,97
llama3.2:3b,841,70
llama3.2:3b,842,47
llama3.2:3b,843,100
llama3.2:3b,844,67
llama3.2:3b,845,100
llama3.2:3b,846,30
llama3.2:3b,847,64
llama3.2:3b,848,83
llama3.2:3b,849,83
llama3.2:3b,850,72
llama3.2:3b,851,70
llama3.2:3b,852,72
llama3.2:3b,853,70
llama3.2:3b,854,70
llama3.2:3b,855,90
llama3.2:3b,856,30
llama3.2:3b,857,89
llama3.2:3b,858,8
llama3.2:3b,859,80
llama3.2:3b,860,70
llama3.2:3b,861,83
llama3.2:3b,862,43
llama3.2:3b,863,81
llama3.2:3b,864,30
llama3.2:3b,865,55
llama3.2:3b,866,90
llama3.2:3b,867,84
llama3.2:3b,868,10
llama3.2:3b,869,75
llama3.2:3b,870,85
llama3.2:3b,871,67
llama3.2:3b,872,88
llama3.2:3b,873,79
llama3.2:3b,874,85
llama3.2:3b,875,92
llama3.2:3b,876,47
llama3.2:3b,877,67
llama3.2:3b,878,89
llama3.2:3b,879,99
llama3.2:3b,880,85
llama3.2:3b,881,20
llama3.2:3b,882,70
llama3.2:3b,883,43
llama3.2:3b,884,97
llama3.2:3b,885,100
llama3.2:3b,886,85
llama3.2:3b,887,85
llama3.2:3b,888,70
llama3.2:3b,889,64
llama3.2:3b,890,67
llama3.2:3b,891,50
llama3.2:3b,892,85
llama3.2:3b,893,88
llama3.2:3b,894,80
llama3.2:3b,895,10
llama3.2:3b,896,85
llama3.2:3b,897,78
llama3.2:3b,898,97
llama3.2:3b,899,88
llama3.2:3b,900,48
llama3.2:3b,901,85
llama3.2:3b,902,30
llama3.2:3b,903,90
llama3.2:3b,904,8
llama3.2:3b,905,45
llama3.2:3b,906,40
llama3.2:3b,907,100
llama3.2:3b,908,87
llama3.2:3b,909,57
llama3.2:3b,910,24
llama3.2:3b,911,80
llama3.2:3b,912,87
llama3.2:3b,913,84
llama3.2:3b,914,64
llama3.2:3b,915,88
llama3.2:3b,916,87
llama3.2:3b,917,85
llama3.2:3b,918,33
llama3.2:3b,919,83
llama3.2:3b,920,100
llama3.2:3b,921,83
llama3.2:3b,922,83
llama3.2:3b,923,85
llama3.2:3b,924,85
llama3.2:3b,925,87
llama3.2:3b,926,0
llama3.2:3b,927,99
llama3.2:3b,928,99
llama3.2:3b,929,88
llama3.2:3b,930,55
llama3.2:3b,931,90
llama3.2:3b,932,87
llama3.2:3b,933,100
llama3.2:3b,934,100
llama3.2:3b,935,12
llama3.2:3b,936,83
llama3.2:3b,937,88
llama3.2:3b,938,45
llama3.2:3b,939,88
llama3.2:3b,940,0
llama3.2:3b,941,100
llama3.2:3b,942,83
llama3.2:3b,943,100
llama3.2:3b,944,98
llama3.2:3b,945,84
llama3.2:3b,946,80
llama3.2:3b,947,80
llama3.2:3b,948,90
llama3.2:3b,949,100
llama3.2:3b,950,100
llama3.2:3b,951,100
llama3.2:3b,952,80
llama3.2:3b,953,0
llama3.2:3b,954,79
llama3.2:3b,955,80
llama3.2:3b,956,80
llama3.2:3b,957,15
llama3.2:3b,958,70
llama3.2:3b,959,90
llama3.2:3b,960,0
llama3.2:3b,961,100
llama3.2:3b,962,100
llama3.2:3b,963,100
llama3.2:3b,964,100
llama3.2:3b,965,70
llama3.2:3b,966,70
llama3.2:3b,967,84
llama3.2:3b,968,89
llama3.2:3b,969,85
llama3.2:3b,970,34
llama3.2:3b,971,84
llama3.2:3b,972,87
llama3.2:3b,973,80
llama3.2:3b,974,84
llama3.2:3b,975,90
llama3.2:3b,976,81
llama3.2:3b,977,87
llama3.2:3b,978,100
llama3.2:3b,979,83
llama3.2:3b,980,17
llama3.2:3b,981,100
llama3.2:3b,982,80
llama3.2:3b,983,80
llama3.2:3b,984,71
llama3.2:3b,985,83
llama3.2:3b,986,50
llama3.2:3b,987,83
llama3.2:3b,988,57
llama3.2:3b,989,100
llama3.2:3b,990,85
llama3.2:3b,991,80
llama3.2:3b,992,97
llama3.2:3b,993,40
llama3.2:3b,994,87
llama3.2:3b,995,90
llama3.2:3b,996,22
llama3.2:3b,997,72
llama3.2:3b,998,100
llama3.2:3b,999,40
llama3.2:3b,1000,88
llama3.2:3b,1001,87
llama3.2:3b,1002,72
llama3.2:3b,1003,80
llama3.2:3b,1004,83
llama3.2:3b,1005,87
llama3.2:3b,1006,100
llama3.2:3b,1007,70
llama3.2:3b,1008,98
llama3.2:3b,1009,92
llama3.2:3b,1010,20
llama3.2:3b,1011,80
llama3.2:3b,1012,12
llama3.2:3b,1013,85
llama3.2:3b,1014,80
llama3.2:3b,1015,88
llama3.2:3b,1016,40
llama3.2:3b,1017,100
llama3.2:3b,1018,90
llama3.2:3b,1019,81
llama3.2:3b,1020,70
llama3.2:3b,1021,98
llama3.2:3b,1022,83
llama3.2:3b,1023,84
llama3.2:3b,1024,24
llama3.2:3b,1025,14
llama3.2:3b,1026,20
llama3.2:3b,1027,85
llama3.2:3b,1028,85
llama3.2:3b,1029,0
llama3.2:3b,1030,20
llama3.2:3b,1031,60
llama3.2:3b,1032,99
llama3.2:3b,1033,14
llama3.2:3b,1034,99
llama3.2:3b,1035,100
llama3.2:3b,1036,83
llama3.2:3b,1037,84
llama3.2:3b,1038,42
llama3.2:3b,1039,72
llama3.2:3b,1040,99
llama3.2:3b,1041,10
llama3.2:3b,1042,100
llama3.2:3b,1043,90
llama3.2:3b,1044,95
llama3.2:3b,1045,99
llama3.2:3b,1046,83
llama3.2:3b,1047,85
llama3.2:3b,1048,100
llama3.2:3b,1049,74
llama3.2:3b,1050,0
llama3.2:3b,1051,80
llama3.2:3b,1052,12
llama3.2:3b,1053,48
llama3.2:3b,1054,0
llama3.2:3b,1055,14
llama3.2:3b,1056,80
llama3.2:3b,1057,86
llama3.2:3b,1058,88
llama3.2:3b,1059,40
llama3.2:3b,1060,87
llama3.2:3b,1061,90
llama3.2:3b,1062,84
llama3.2:3b,1063,100
llama3.2:3b,1064,87
llama3.2:3b,1065,100
llama3.2:3b,1066,97
llama3.2:3b,1067,88
llama3.2:3b,1068,87
