llmModel,iteration,score
gemma4:e2b,219,100
gemma4:e2b,220,100
gemma4:e2b,221,0
gemma4:e2b,222,100
gemma4:e2b,223,100
gemma4:e2b,224,0
gemma4:e2b,225,100
gemma4:e2b,226,100
gemma4:e2b,227,100
gemma4:e2b,228,100
gemma4:e2b,229,100
gemma4:e2b,230,35
gemma4:e2b,231,0
gemma4:e2b,232,0
gemma4:e2b,233,40
gemma4:e2b,234,1
gemma4:e2b,235,40
gemma4:e2b,236,0
gemma4:e2b,237,100
gemma4:e2b,238,0
gemma4:e2b,239,0
gemma4:e2b,240,100
gemma4:e2b,241,0
gemma4:e2b,242,3
gemma4:e2b,243,100
gemma4:e2b,244,100
gemma4:e2b,245,100
gemma4:e2b,246,0
gemma4:e2b,247,0
gemma4:e2b,248,100
gemma4:e2b,249,100
gemma4:e2b,250,
gemma4:e2b,251,100
gemma4:e2b,252,25
gemma4:e2b,253,100
gemma4:e2b,254,5
gemma4:e2b,255,100
gemma4:e2b,256,80
gemma4:e2b,257,70
gemma4:e2b,258,100
gemma4:e2b,259,0
gemma4:e2b,260,100
gemma4:e2b,261,35
gemma4:e2b,262,85
gemma4:e2b,263,100
gemma4:e2b,264,40
gemma4:e2b,265,20
gemma4:e2b,266,5
gemma4:e2b,267,100
gemma4:e2b,268,60
gemma4:e2b,269,100
gemma4:e2b,270,95
gemma4:e2b,271,90
gemma4:e2b,272,100
gemma4:e2b,273,0
gemma4:e2b,274,0
gemma4:e2b,275,100
gemma4:e2b,276,0
gemma4:e2b,277,100
gemma4:e2b,278,100
gemma4:e2b,279,100
gemma4:e2b,280,100
gemma4:e2b,281,0
gemma4:e2b,282,100
gemma4:e2b,283,12
gemma4:e2b,284,100
gemma4:e2b,285,8
gemma4:e2b,286,100
gemma4:e2b,287,100
gemma4:e2b,288,100
gemma4:e2b,289,100
gemma4:e2b,290,100
gemma4:e2b,291,100
gemma4:e2b,292,100
gemma4:e2b,293,100
gemma4:e2b,294,100
gemma4:e2b,295,100
gemma4:e2b,296,100
gemma4:e2b,297,100
gemma4:e2b,298,100
gemma4:e2b,299,100
gemma4:e2b,300,100
gemma4:e2b,301,100
gemma4:e2b,302,90
gemma4:e2b,303,0
gemma4:e2b,304,100
gemma4:e2b,305,100
gemma4:e2b,306,100
gemma4:e2b,307,100
gemma4:e2b,308,100
gemma4:e2b,309,100
gemma4:e2b,310,100
gemma4:e2b,311,100
gemma4:e2b,312,100
gemma4:e2b,313,100
gemma4:e2b,314,15
gemma4:e2b,315,45
gemma4:e2b,316,100
gemma4:e2b,317,100
gemma4:e2b,318,100
gemma4:e2b,319,70
gemma4:e2b,320,100
gemma4:e2b,321,100
gemma4:e2b,322,5
gemma4:e2b,323,100
gemma4:e2b,324,100
gemma4:e2b,325,0
gemma4:e2b,326,99.9
gemma4:e2b,327,0
gemma4:e2b,328,100
gemma4:e2b,329,100
gemma4:e2b,330,0
gemma4:e2b,331,100
gemma4:e2b,332,100
gemma4:e2b,333,20
gemma4:e2b,334,70
gemma4:e2b,335,5
gemma4:e2b,336,100
gemma4:e2b,337,100
gemma4:e2b,338,0
gemma4:e2b,339,100
gemma4:e2b,340,100
gemma4:e2b,341,100
gemma4:e2b,342,100
gemma4:e2b,343,100
gemma4:e2b,344,100
gemma4:e2b,345,100
gemma4:e2b,346,100
gemma4:e2b,347,100
gemma4:e2b,348,15
gemma4:e2b,349,0.0
gemma4:e2b,350,100
gemma4:e2b,351,0
gemma4:e2b,352,100
gemma4:e2b,353,70
gemma4:e2b,354,100
gemma4:e2b,355,0
gemma4:e2b,356,100
gemma4:e2b,357,100
gemma4:e2b,358,0
gemma4:e2b,359,100
gemma4:e2b,360,90
gemma4:e2b,361,20
gemma4:e2b,362,0
gemma4:e2b,363,100
gemma4:e2b,364,100
gemma4:e2b,365,10
gemma4:e2b,366,100
gemma4:e2b,367,0
gemma4:e2b,368,
gemma4:e2b,369,65
gemma4:e2b,370,0
gemma4:e2b,371,0
gemma4:e2b,372,5
gemma4:e2b,373,100
gemma4:e2b,374,100
gemma4:e2b,375,100
gemma4:e2b,376,45
gemma4:e2b,377,100
gemma4:e2b,378,100
gemma4:e2b,379,100
gemma4:e2b,380,100
gemma4:e2b,381,10
gemma4:e2b,382,5
gemma4:e2b,383,80
gemma4:e2b,384,85
gemma4:e2b,385,100
gemma4:e2b,386,0
gemma4:e2b,387,100
gemma4:e2b,388,100
gemma4:e2b,389,100
gemma4:e2b,390,100
gemma4:e2b,391,100
gemma4:e2b,392,80
gemma4:e2b,393,0
gemma4:e2b,394,100
gemma4:e2b,395,0
gemma4:e2b,396,100
gemma4:e2b,397,60
gemma4:e2b,398,100
gemma4:e2b,399,100
gemma4:e2b,400,100
gemma4:e2b,401,100
gemma4:e2b,402,0
gemma4:e2b,403,100
gemma4:e2b,404,100
gemma4:e2b,405,100
gemma4:e2b,406,100
gemma4:e2b,407,100
gemma4:e2b,408,100
gemma4:e2b,409,20
gemma4:e2b,410,100
gemma4:e2b,411,100
gemma4:e2b,412,6
gemma4:e2b,413,0
gemma4:e2b,414,100
gemma4:e2b,415,100
gemma4:e2b,416,100
gemma4:e2b,417,100
gemma4:e2b,418,100
gemma4:e2b,419,100
gemma4:e2b,420,100
gemma4:e2b,421,0
gemma4:e2b,422,100
gemma4:e2b,423,100
gemma4:e2b,424,70
gemma4:e2b,425,100
gemma4:e2b,426,(No number found)
gemma4:e2b,427,100
gemma4:e2b,428,100
gemma4:e2b,429,0
gemma4:e2b,430,0
gemma4:e2b,431,100
gemma4:e2b,432,100
gemma4:e2b,433,70
gemma4:e2b,434,
gemma4:e2b,435,100
gemma4:e2b,436,100
gemma4:e2b,437,100
gemma4:e2b,438,100
gemma4:e2b,439,100
gemma4:e2b,440,20
gemma4:e2b,441,100
gemma4:e2b,442,100
gemma4:e2b,443,0
gemma4:e2b,444,0
gemma4:e2b,445,0
gemma4:e2b,446,100
gemma4:e2b,447,65
gemma4:e2b,448,15
gemma4:e2b,449,100
gemma4:e2b,450,100
gemma4:e2b,451,10
gemma4:e2b,452,100
gemma4:e2b,453,100
gemma4:e2b,454,0
gemma4:e2b,455,70
gemma4:e2b,456,100
gemma4:e2b,457,40
gemma4:e2b,458,100
gemma4:e2b,459,30
gemma4:e2b,460,100
gemma4:e2b,461,0
gemma4:e2b,462,100
gemma4:e2b,463,100
gemma4:e2b,464,100
gemma4:e2b,465,100
gemma4:e2b,466,40
gemma4:e2b,467,100
gemma4:e2b,468,100
gemma4:e2b,469,0
gemma4:e2b,470,100
gemma4:e2b,471,0
gemma4:e2b,472,70
gemma4:e2b,473,100
gemma4:e2b,474,100
gemma4:e2b,475,100
gemma4:e2b,476,100
gemma4:e2b,477,100
gemma4:e2b,478,100
gemma4:e2b,479,100
gemma4:e2b,480,70
gemma4:e2b,481,100
gemma4:e2b,482,100
gemma4:e2b,483,100
gemma4:e2b,484,100
gemma4:e2b,485,70
gemma4:e2b,486,100
gemma4:e2b,487,100
gemma4:e2b,488,65
gemma4:e2b,489,100
gemma4:e2b,490,100
gemma4:e2b,491,0
gemma4:e2b,492,15
gemma4:e2b,493,100
gemma4:e2b,494,100
gemma4:e2b,495,100
gemma4:e2b,496,100
gemma4:e2b,497,100
gemma4:e2b,498,Please provide the string.
gemma4:e2b,499,100
gemma4:e2b,500,100
gemma4:e2b,501,100
gemma4:e2b,502,100
gemma4:e2b,503,100
gemma4:e2b,504,0
gemma4:e2b,505,100
gemma4:e2b,506,100
gemma4:e2b,507,0.0
gemma4:e2b,508,100
gemma4:e2b,509,100
gemma4:e2b,510,100
gemma4:e2b,511,100
gemma4:e2b,512,100
gemma4:e2b,513,10
gemma4:e2b,514,60
gemma4:e2b,515,100
gemma4:e2b,516,100
gemma4:e2b,517,100
gemma4:e2b,518,100
gemma4:e2b,519,100
gemma4:e2b,520,100
gemma4:e2b,521,100
gemma4:e2b,522,100
gemma4:e2b,523,100
gemma4:e2b,524,100
gemma4:e2b,525,100
gemma4:e2b,526,100
gemma4:e2b,527,100
gemma4:e2b,528,100
gemma4:e2b,529,100
gemma4:e2b,530,100
gemma4:e2b,531,100
gemma4:e2b,532,100
gemma4:e2b,533,100
gemma4:e2b,534,100
gemma4:e2b,535,100
gemma4:e2b,536,100
gemma4:e2b,537,100
gemma4:e2b,538,0
gemma4:e2b,539,100
gemma4:e2b,540,100
gemma4:e2b,541,100
gemma4:e2b,542,100
gemma4:e2b,543,100
gemma4:e2b,544,100
gemma4:e2b,545,100
gemma4:e2b,546,100
gemma4:e2b,547,100
gemma4:e2b,548,100
gemma4:e2b,549,100
gemma4:e2b,550,100
gemma4:e2b,551,100
gemma4:e2b,552,0.0
gemma4:e2b,553,100
gemma4:e2b,554,100
gemma4:e2b,555,100
gemma4:e2b,556,100
gemma4:e2b,557,100
gemma4:e2b,558,100
gemma4:e2b,559,100
gemma4:e2b,560,100
gemma4:e2b,561,100
gemma4:e2b,562,100
gemma4:e2b,563,100
gemma4:e2b,564,100
gemma4:e2b,565,0
gemma4:e2b,566,100
gemma4:e2b,567,100
gemma4:e2b,568,100
gemma4:e2b,569,100
gemma4:e2b,570,100
gemma4:e2b,571,20
gemma4:e2b,572,95
gemma4:e2b,573,65
gemma4:e2b,574,70
gemma4:e2b,575,100
gemma4:e2b,576,100
gemma4:e2b,577,50
gemma4:e2b,578,100
gemma4:e2b,579,100
gemma4:e2b,580,100
gemma4:e2b,581,Please provide the string.
gemma4:e2b,582,100
gemma4:e2b,583,0
gemma4:e2b,584,5
gemma4:e2b,585,100
gemma4:e2b,586,0
gemma4:e2b,587,100
gemma4:e2b,588,100
gemma4:e2b,589,0
gemma4:e2b,590,0
gemma4:e2b,591,100
gemma4:e2b,592,80
gemma4:e2b,593,0
gemma4:e2b,594,100
gemma4:e2b,595,0
gemma4:e2b,596,0
gemma4:e2b,597,100
gemma4:e2b,598,100
gemma4:e2b,599,0
gemma4:e2b,600,0
gemma4:e2b,601,100
gemma4:e2b,602,100
gemma4:e2b,603,100
gemma4:e2b,604,0
gemma4:e2b,605,0
gemma4:e2b,606,28
gemma4:e2b,607,100
gemma4:e2b,608,100
gemma4:e2b,609,0
gemma4:e2b,610,0
gemma4:e2b,611,100
gemma4:e2b,612,0
gemma4:e2b,613,0
gemma4:e2b,614,100
gemma4:e2b,615,95
gemma4:e2b,616,0
gemma4:e2b,617,30
gemma4:e2b,618,100
gemma4:e2b,619,0.0
gemma4:e2b,620,0
gemma4:e2b,621,100
gemma4:e2b,622,100
gemma4:e2b,623,0
gemma4:e2b,624,100
gemma4:e2b,625,100
gemma4:e2b,626,100
gemma4:e2b,627,100
gemma4:e2b,628,0
gemma4:e2b,629,0
gemma4:e2b,630,0
gemma4:e2b,631,100
gemma4:e2b,632,0
gemma4:e2b,633,15
gemma4:e2b,634,10
gemma4:e2b,635,100
gemma4:e2b,636,100
gemma4:e2b,637,100
gemma4:e2b,638,100
gemma4:e2b,639,100
gemma4:e2b,640,0
gemma4:e2b,641,100
gemma4:e2b,642,100
gemma4:e2b,643,100
gemma4:e2b,644,100
gemma4:e2b,645,20
gemma4:e2b,646,30
gemma4:e2b,647,100
gemma4:e2b,648,100
gemma4:e2b,649,3
gemma4:e2b,650,0
gemma4:e2b,651,2
gemma4:e2b,652,100
gemma4:e2b,653,20
gemma4:e2b,654,0
gemma4:e2b,655,0
gemma4:e2b,656,100
gemma4:e2b,657,100
gemma4:e2b,658,100
gemma4:e2b,659,60
gemma4:e2b,660,100
gemma4:e2b,661,0
gemma4:e2b,662,100
gemma4:e2b,663,100
gemma4:e2b,664,100
gemma4:e2b,665,100
gemma4:e2b,666,100
gemma4:e2b,667,0
gemma4:e2b,668,0
gemma4:e2b,669,100
gemma4:e2b,670,100
gemma4:e2b,671,100
gemma4:e2b,672,100
gemma4:e2b,673,100
gemma4:e2b,674,100
gemma4:e2b,675,0
gemma4:e2b,676,100
gemma4:e2b,677,(No string provided)
gemma4:e2b,678,100
gemma4:e2b,679,30
gemma4:e2b,680,20
gemma4:e2b,681,100
gemma4:e2b,682,0
gemma4:e2b,683,0
gemma4:e2b,684,0
gemma4:e2b,685,100
gemma4:e2b,686,0.0
gemma4:e2b,687,100
gemma4:e2b,688,100
gemma4:e2b,689,10
gemma4:e2b,690,100
gemma4:e2b,691,100
gemma4:e2b,692,100
gemma4:e2b,693,100
gemma4:e2b,694,70
gemma4:e2b,695,100
gemma4:e2b,696,100
gemma4:e2b,697,0
gemma4:e2b,698,100
gemma4:e2b,699,100
gemma4:e2b,700,100
gemma4:e2b,701,100
gemma4:e2b,702,100
gemma4:e2b,703,0
gemma4:e2b,704,100
gemma4:e2b,705,90
gemma4:e2b,706,100
gemma4:e2b,707,70
gemma4:e2b,708,100
gemma4:e2b,709,100
gemma4:e2b,710,100
gemma4:e2b,711,100
gemma4:e2b,712,100
gemma4:e2b,713,100
gemma4:e2b,714,100
gemma4:e2b,715,100
gemma4:e2b,716,100
gemma4:e2b,717,1
gemma4:e2b,718,100
gemma4:e2b,719,100
gemma4:e2b,720,
gemma4:e2b,721,100
gemma4:e2b,722,100
gemma4:e2b,723,55
gemma4:e2b,724,100
gemma4:e2b,725,15
gemma4:e2b,726,100
gemma4:e2b,727,100
gemma4:e2b,728,100
gemma4:e2b,729,100
gemma4:e2b,730,0
gemma4:e2b,731,35
gemma4:e2b,732,100
gemma4:e2b,733,0
gemma4:e2b,734,100
gemma4:e2b,735,100
gemma4:e2b,736,100
gemma4:e2b,737,100
gemma4:e2b,738,100
gemma4:e2b,739,100
gemma4:e2b,740,25
gemma4:e2b,741,100
gemma4:e2b,742,15
gemma4:e2b,743,100
gemma4:e2b,744,100
gemma4:e2b,745,100
gemma4:e2b,746,100
gemma4:e2b,747,100
gemma4:e2b,748,85
gemma4:e2b,749,0
gemma4:e2b,750,100
gemma4:e2b,751,100
gemma4:e2b,752,100
gemma4:e2b,753,100
gemma4:e2b,754,0
gemma4:e2b,755,100
gemma4:e2b,756,100
gemma4:e2b,757,0
gemma4:e2b,758,100
gemma4:e2b,759,100
gemma4:e2b,760,100
gemma4:e2b,761,100
gemma4:e2b,762,0
gemma4:e2b,763,15
gemma4:e2b,764,100
gemma4:e2b,765,100
gemma4:e2b,766,0
gemma4:e2b,767,0
gemma4:e2b,768,35
gemma4:e2b,769,0
gemma4:e2b,770,0
gemma4:e2b,771,4
gemma4:e2b,772,100
gemma4:e2b,773,100
gemma4:e2b,774,100
gemma4:e2b,775,3
gemma4:e2b,776,100
gemma4:e2b,777,100
gemma4:e2b,778,0
gemma4:e2b,779,100
gemma4:e2b,780,100
gemma4:e2b,781,100
gemma4:e2b,782,85
gemma4:e2b,783,100
gemma4:e2b,784,0
gemma4:e2b,785,100
gemma4:e2b,786,100
gemma4:e2b,787,100
gemma4:e2b,788,100
gemma4:e2b,789,0.0
gemma4:e2b,790,95
gemma4:e2b,791,0
gemma4:e2b,792,100
gemma4:e2b,793,0
gemma4:e2b,794,0
gemma4:e2b,795,0
gemma4:e2b,796,100
gemma4:e2b,797,100
gemma4:e2b,798,100
gemma4:e2b,799,100
gemma4:e2b,800,100
gemma4:e2b,801,0
gemma4:e2b,802,0
gemma4:e2b,803,100
gemma4:e2b,804,0
gemma4:e2b,805,100
gemma4:e2b,806,70
gemma4:e2b,807,35
gemma4:e2b,808,0.0
gemma4:e2b,809,96
gemma4:e2b,810,100
gemma4:e2b,811,100
gemma4:e2b,812,0
gemma4:e2b,813,100
gemma4:e2b,814,100
gemma4:e2b,815,30
gemma4:e2b,816,96
gemma4:e2b,817,95
gemma4:e2b,818,100
gemma4:e2b,819,90
gemma4:e2b,820,96
gemma4:e2b,821,100
gemma4:e2b,822,0
gemma4:e2b,823,0.0
gemma4:e2b,824,100
gemma4:e2b,825,40
gemma4:e2b,826,100
gemma4:e2b,827,100
gemma4:e2b,828,0
gemma4:e2b,829,100
gemma4:e2b,830,5
gemma4:e2b,831,0
gemma4:e2b,832,0
gemma4:e2b,833,
gemma4:e2b,834,70
gemma4:e2b,835,1
gemma4:e2b,836,30
gemma4:e2b,837,100
gemma4:e2b,838,100
gemma4:e2b,839,100
gemma4:e2b,840,0
gemma4:e2b,841,100
gemma4:e2b,842,90
gemma4:e2b,843,100
gemma4:e2b,844,40
gemma4:e2b,845,100
gemma4:e2b,846,0
gemma4:e2b,847,100
gemma4:e2b,848,100
gemma4:e2b,849,100
gemma4:e2b,850,100
gemma4:e2b,851,100
gemma4:e2b,852,100
gemma4:e2b,853,100
gemma4:e2b,854,100
gemma4:e2b,855,100
gemma4:e2b,856,0.0
gemma4:e2b,857,0
gemma4:e2b,858,0
gemma4:e2b,859,0.0
gemma4:e2b,860,20
gemma4:e2b,861,100
gemma4:e2b,862,0.0
gemma4:e2b,863,100
gemma4:e2b,864,10
gemma4:e2b,865,100
gemma4:e2b,866,90
gemma4:e2b,867,5
gemma4:e2b,868,100
gemma4:e2b,869,100
gemma4:e2b,870,100
gemma4:e2b,871,100
gemma4:e2b,872,100
gemma4:e2b,873,100
gemma4:e2b,874,0
gemma4:e2b,875,100
gemma4:e2b,876,5
gemma4:e2b,877,80
gemma4:e2b,878,70
gemma4:e2b,879,60
gemma4:e2b,880,100
gemma4:e2b,881,100
gemma4:e2b,882,100
gemma4:e2b,883,0.0
gemma4:e2b,884,5
gemma4:e2b,885,0
gemma4:e2b,886,100
gemma4:e2b,887,100
gemma4:e2b,888,0
gemma4:e2b,889,0
gemma4:e2b,890,100
gemma4:e2b,891,100
gemma4:e2b,892,0
gemma4:e2b,893,20
gemma4:e2b,894,75
gemma4:e2b,895,100
gemma4:e2b,896,
gemma4:e2b,897,40
gemma4:e2b,898,100
gemma4:e2b,899,100
gemma4:e2b,900,100
gemma4:e2b,901,5
gemma4:e2b,902,100
gemma4:e2b,903,100
gemma4:e2b,904,100
gemma4:e2b,905,100
gemma4:e2b,906,100
gemma4:e2b,907,100
gemma4:e2b,908,100
gemma4:e2b,909,100
gemma4:e2b,910,70
gemma4:e2b,911,100
gemma4:e2b,912,100
gemma4:e2b,913,100
gemma4:e2b,914,5
gemma4:e2b,915,100
gemma4:e2b,916,95
gemma4:e2b,917,100
gemma4:e2b,918,100
gemma4:e2b,919,70
gemma4:e2b,920,
gemma4:e2b,921,100
gemma4:e2b,922,100
gemma4:e2b,923,100
gemma4:e2b,924,0
gemma4:e2b,925,100
gemma4:e2b,926,100
gemma4:e2b,927,80
gemma4:e2b,928,100
gemma4:e2b,929,100
gemma4:e2b,930,15
gemma4:e2b,931,0
gemma4:e2b,932,100
gemma4:e2b,933,100
gemma4:e2b,934,0
gemma4:e2b,935,100
gemma4:e2b,936,100
gemma4:e2b,937,100
gemma4:e2b,938,100
gemma4:e2b,939,100
gemma4:e2b,940,100
gemma4:e2b,941,0
gemma4:e2b,942,0.0
gemma4:e2b,943,40
gemma4:e2b,944,100
gemma4:e2b,945,40
gemma4:e2b,946,0
gemma4:e2b,947,0
gemma4:e2b,948,100
gemma4:e2b,949,100
gemma4:e2b,950,100
gemma4:e2b,951,0
gemma4:e2b,952,100
gemma4:e2b,953,100
gemma4:e2b,954,100
gemma4:e2b,955,0
gemma4:e2b,956,100
gemma4:e2b,957,100
gemma4:e2b,958,0
gemma4:e2b,959,100
gemma4:e2b,960,100
gemma4:e2b,961,0
gemma4:e2b,962,100
gemma4:e2b,963,0
gemma4:e2b,964,0
gemma4:e2b,965,100
gemma4:e2b,966,100
gemma4:e2b,967,5
gemma4:e2b,968,100
gemma4:e2b,969,0
gemma4:e2b,970,100
gemma4:e2b,971,100
gemma4:e2b,972,100
gemma4:e2b,973,0
gemma4:e2b,974,100
gemma4:e2b,975,100
gemma4:e2b,976,100
gemma4:e2b,977,0
gemma4:e2b,978,100
gemma4:e2b,979,15
gemma4:e2b,980,100
gemma4:e2b,981,100
gemma4:e2b,982,0
gemma4:e2b,983,20
gemma4:e2b,984,15
gemma4:e2b,985,0
gemma4:e2b,986,0
gemma4:e2b,987,0
gemma4:e2b,988,100
gemma4:e2b,989,100
gemma4:e2b,990,100
gemma4:e2b,991,100
gemma4:e2b,992,100
gemma4:e2b,993,100
gemma4:e2b,994,80
gemma4:e2b,995,100
gemma4:e2b,996,40
gemma4:e2b,997,50
gemma4:e2b,998,35
gemma4:e2b,999,100
gemma4:e2b,1000,100
gemma4:e2b,1001,100
gemma4:e2b,1002,100
gemma4:e2b,1003,100
gemma4:e2b,1004,100
gemma4:e2b,1005,100
gemma4:e2b,1006,100
gemma4:e2b,1007,0
gemma4:e2b,1008,100
gemma4:e2b,1009,100
gemma4:e2b,1010,100
gemma4:e2b,1011,100
gemma4:e2b,1012,100
gemma4:e2b,1013,100
gemma4:e2b,1014,100
gemma4:e2b,1015,100
gemma4:e2b,1016,100
gemma4:e2b,1017,100
gemma4:e2b,1018,0
gemma4:e2b,1019,96
gemma4:e2b,1020,70
gemma4:e2b,1021,70
gemma4:e2b,1022,0
gemma4:e2b,1023,100
gemma4:e2b,1024,100
gemma4:e2b,1025,100
gemma4:e2b,1026,100
gemma4:e2b,1027,100
gemma4:e2b,1028,70
gemma4:e2b,1029,0.0
gemma4:e2b,1030,100
gemma4:e2b,1031,0
gemma4:e2b,1032,100
gemma4:e2b,1033,100
gemma4:e2b,1034,100
gemma4:e2b,1035,100
gemma4:e2b,1036,100
gemma4:e2b,1037,10
gemma4:e2b,1038,100
gemma4:e2b,1039,100
gemma4:e2b,1040,100
gemma4:e2b,1041,100
gemma4:e2b,1042,0
gemma4:e2b,1043,0
gemma4:e2b,1044,0
gemma4:e2b,1045,0
gemma4:e2b,1046,100
gemma4:e2b,1047,11
gemma4:e2b,1048,70
gemma4:e2b,1049,0
gemma4:e2b,1050,100
gemma4:e2b,1051,35
gemma4:e2b,1052,100
gemma4:e2b,1053,100
gemma4:e2b,1054,100
gemma4:e2b,1055,100
gemma4:e2b,1056,0
gemma4:e2b,1057,0
gemma4:e2b,1058,0
gemma4:e2b,1059,100
gemma4:e2b,1060,100
gemma4:e2b,1061,100
gemma4:e2b,1062,100
gemma4:e2b,1063,100
gemma4:e2b,1064,100
gemma4:e2b,1065,25
gemma4:e2b,1066,100
